Financial Year,URN,Identifier,Recipient Org:Name,Title,Amount Awarded,Award Date,Currency,Grant Programme:Title,Main_Sport,Region,Local_Authority,Parliamentary_Constituency,Organisation Type,Funding Org:Identifier,Funding Org:Name,Data source,Last modified
2013/2014,2012009314,360G-ACW-2012009314,England Hockey,NGB Funding 2013-17,50000,2014-03-28,GBP,NGB Funding 2013-17,Hockey,South East,Windsor and Maidenhead,Maidenhead,National Governing Body,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2013/2014,2012009315,360G-ACW-2012009315,British Judo Association,NGB Funding 2013-17,1284986,2013-04-09,GBP,NGB Funding 2013-17,Judo,East Midlands,Charnwood,Loughborough,National Governing Body,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2013/2014,2012009316,360G-ACW-2012009316,English Lacrosse Association,NGB Funding 2013-17,455000,2013-04-12,GBP,NGB Funding 2013-17,Lacrosse,North West,Manchester,Manchester Central,National Governing Body,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2013/2014,2012009317,360G-ACW-2012009317,Pentathlon GB,NGB Funding 2013-17,207686,2013-04-16,GBP,NGB Funding 2013-17,Modern Pentathlon,South West,Bath and North East Somerset,Bath,National Governing Body,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2013/2014,2012009318,360G-ACW-2012009318,British Mountaineering Council,NGB Funding 2013-17,117000,2013-04-12,GBP,NGB Funding 2013-17,Mountaineering,North West,Manchester,"Manchester, Withington",National Governing Body,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2013/2014,2012009320,360G-ACW-2012009320,Exercise Movement and Dance Partnership,NGB Funding 2013-17,345453,2013-04-12,GBP,NGB Funding 2013-17,Movement & Dance,South East,Horsham,Horsham,Other,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2013/2014,2012009321,360G-ACW-2012009321,England Netball,NGB Funding 2013-17,1152491,2013-04-22,GBP,NGB Funding 2013-17,Netball,East of England,North Hertfordshire,Hitchin and Harpenden,National Governing Body,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2013/2014,2012009322,360G-ACW-2012009322,British Orienteering Federation,NGB Funding 2013-17,167701,2013-04-12,GBP,NGB Funding 2013-17,Orienteering,East Midlands,Derbyshire Dales,Derbyshire Dales,National Governing Body,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2013/2014,2012009323,360G-ACW-2012009323,Rounders England,NGB Funding 2013-17,496740,2013-04-30,GBP,NGB Funding 2013-17,Rounders,Yorkshire and The Humber,Sheffield,Sheffield South East,National Governing Body,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2013/2014,2012009324,360G-ACW-2012009324,British Rowing,NGB Funding 2013-17,1451823,2013-04-22,GBP,NGB Funding 2013-17,Rowing,London,Hammersmith and Fulham,Hammersmith,National Governing Body,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2013/2014,2012009325,360G-ACW-2012009325,Rugby Football League,NGB Funding 2013-17,1692097,2013-04-12,GBP,NGB Funding 2013-17,Rugby League,Yorkshire and The Humber,Leeds,Leeds East,National Governing Body,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2013/2014,2012009327,360G-ACW-2012009327,Rugby Football Union,NGB Funding 2013-17,1625000,2013-06-26,GBP,NGB Funding 2013-17,Rugby Union,London,Richmond upon Thames,Twickenham,National Governing Body,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2013/2014,2012009328,360G-ACW-2012009328,Royal Yachting Association,NGB Funding 2013-17,1181195,2013-04-12,GBP,NGB Funding 2013-17,Sailing & Yachting,South East,Eastleigh,Eastleigh,National Governing Body,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2013/2014,2012009328,360G-ACW-2012009328,Royal Yachting Association,NGB Funding 2013-17,160510,2013-10-01,GBP,NGB Funding 2013-17,Canoeing,South East,Eastleigh,Eastleigh,National Governing Body,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2013/2014,2012009330,360G-ACW-2012009330,British Shooting,NGB Funding 2013-17,118860,2013-04-12,GBP,NGB Funding 2013-17,Shooting,London,Camden,Holborn and St Pancras,National Governing Body,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2013/2014,2012009331,360G-ACW-2012009331,Snowsport England,NGB Funding 2013-17,238607,2013-04-12,GBP,NGB Funding 2013-17,Skiing,East Midlands,Charnwood,Loughborough,National Governing Body,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2013/2014,2012009332,360G-ACW-2012009332,England Squash & Racketball,NGB Funding 2013-17,1814000,2013-04-22,GBP,NGB Funding 2013-17,Squash,North West,Manchester,Manchester Central,National Governing Body,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2013/2014,2012009333,360G-ACW-2012009333,Amateur Swimming Association,NGB Funding 2013-17,692803,2013-04-24,GBP,NGB Funding 2013-17,Swimming & Diving,East Midlands,Charnwood,Loughborough,National Governing Body,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2013/2014,2012009333,360G-ACW-2012009333,Amateur Swimming Association,NGB Funding 2013-17,424464,2013-10-11,GBP,NGB Funding 2013-17,Multi Sports,East Midlands,Charnwood,Loughborough,National Governing Body,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2013/2014,2012009334,360G-ACW-2012009334,English Table Tennis Association,NGB Funding 2013-17,949000,2013-05-24,GBP,NGB Funding 2013-17,Table Tennis,South East,Hastings,Hastings and Rye,National Governing Body,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2013/2014,2012009335,360G-ACW-2012009335,GB Taekwondo,NGB Funding 2013-17,113971,2013-04-10,GBP,NGB Funding 2013-17,Taekwondo,North West,Manchester,Manchester Central,Other,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2013/2014,2012009335,360G-ACW-2012009335,GB Taekwondo,NGB Funding 2013-17,5458,2013-10-11,GBP,NGB Funding 2013-17,Taekwondo,North West,Manchester,Manchester Central,Other,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2013/2014,2012009336,360G-ACW-2012009336,Lawn Tennis Association,NGB Funding 2013-17,1000000,2013-06-05,GBP,NGB Funding 2013-17,Lawn Tennis,London,Wandsworth,Putney,National Governing Body,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2013/2014,2012009337,360G-ACW-2012009337,British Triathlon Federation,NGB Funding 2013-17,882608,2013-04-12,GBP,NGB Funding 2013-17,Triathlon,East Midlands,Charnwood,Loughborough,National Governing Body,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2013/2014,2012009339,360G-ACW-2012009339,Volleyball England,NGB Funding 2013-17,846205,2013-04-12,GBP,NGB Funding 2013-17,Volleyball,East Midlands,Charnwood,Loughborough,National Governing Body,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2013/2014,2012009339,360G-ACW-2012009339,Volleyball England,NGB Funding 2013-17,152878,2013-10-02,GBP,NGB Funding 2013-17,Volleyball,East Midlands,Charnwood,Loughborough,National Governing Body,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2013/2014,2012009340,360G-ACW-2012009340,British Water Ski Federation,NGB Funding 2013-17,143253,2013-04-16,GBP,NGB Funding 2013-17,Water Skiing,South East,Runnymede,Runnymede and Weybridge,National Governing Body,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2013/2014,2012009342,360G-ACW-2012009342,British Weightlifting,NGB Funding 2013-17,163790,2013-04-11,GBP,NGB Funding 2013-17,Weightlifting,Yorkshire and The Humber,Leeds,Leeds North West,National Governing Body,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2013/2014,2012009344,360G-ACW-2012009344,British Wheelchair Basketball,NGB Funding 2013-17,342555,2013-04-12,GBP,NGB Funding 2013-17,Basketball,East Midlands,Charnwood,Loughborough,National Governing Body,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2013/2014,2012009345,360G-ACW-2012009345,Great Britain Wheelchair Rugby,NGB Funding 2013-17,201906,2013-04-22,GBP,NGB Funding 2013-17,Adapted Sport,London,Richmond upon Thames,Twickenham,National Governing Body,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2013/2014,2012009346,360G-ACW-2012009346,British Wrestling Association,NGB Funding 2013-17,125272,2013-04-12,GBP,NGB Funding 2013-17,Wrestling,East Midlands,Chesterfield,Chesterfield,National Governing Body,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2013/2014,2012013693,360G-ACW-2012013693,English Federation of Disability Sport,Revenue Funding 2013-15,994088,2013-05-30,GBP,Funded Partners,Sport Participation and Capacity Building,East Midlands,Charnwood,Loughborough,Charity,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2013/2014,2012013694,360G-ACW-2012013694,SkillsActive UK,Revenue Funding 2013-15,350000,2013-05-30,GBP,Funded Partners,Sport Participation and Capacity Building,London,Camden,Holborn and St Pancras,Charity,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2013/2014,2012013695,360G-ACW-2012013695,Sports Aid Trust,Revenue Funding 2013-15,320000,2013-05-20,GBP,Funded Partners,Sports Development,London,Camden,Holborn and St Pancras,Charity,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2013/2014,2012013697,360G-ACW-2012013697,sports coach UK,Revenue Funding 2013-15,2500000,2013-05-30,GBP,Funded Partners,Sports Development,Yorkshire and The Humber,Leeds,Leeds West,Charity,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2013/2014,2012013698,360G-ACW-2012013698,Sporting Equals,Revenue Funding 2013-15,495236,2013-06-05,GBP,Funded Partners,Sport Participation and Capacity Building,West Midlands,Birmingham,"Birmingham, Hall Green",Charity,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2013/2014,2012013700,360G-ACW-2012013700,Women's Sport and Fitness Foundation,Revenue Funding 2013-15,858778,2013-05-30,GBP,Funded Partners,Sport Participation and Capacity Building,London,Islington,Islington South and Finsbury,Charity,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2013/2014,2012015736,360G-ACW-2012015736,Warrington Town FC (Academy) Ltd,Gamebuilder,19000,2013-04-25,GBP,Sportsmatch,Association Football,North West,Warrington,Warrington South,Private sector company or business,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2013/2014,2012016485,360G-ACW-2012016485,The Football Association,FA Vauxhall Youth Programme,40000,2013-04-25,GBP,Sportsmatch,Association Football,London,Brent,Brent Central,National Governing Body,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2013/2014,2012019439,360G-ACW-2012019439,Sheffield Hallam University,Kitemark Validation for School Games Prog 2012-14,101700,2013-10-31,GBP,Core GIA,Hockey,Yorkshire and The Humber,Sheffield,Sheffield Central,Institute of higher education (including universities),GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2013/2014,2012019867,360G-ACW-2012019867,Diane Modahl Sports Foundation,Diane Modahl Sports Foundation,3776,2013-04-08,GBP,Sportsmatch,Athletics,North West,Trafford,Altrincham and Sale West,Charity,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2013/2014,2013005651,360G-ACW-2013005651,Youth Sport Trust,2013-14 YST School Sport Exchequer Work Programme,1574400,2013-04-03,GBP,Core GIA,Athletics,East Midlands,Charnwood,Loughborough,Other,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2013/2014,2013005651,360G-ACW-2013005651,Youth Sport Trust,2013-14 YST School Sport Exchequer Work Programme,834725,2013-08-08,GBP,School Games,Sport Participation and Capacity Building,East Midlands,Charnwood,Loughborough,Other,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2013/2014,2013008724,360G-ACW-2013008724,UK Athletics,Birmingham High Performance Training Facility Feasibility St,20000,2013-05-29,GBP,National Programme,Athletics,West Midlands,Birmingham,"Birmingham, Perry Barr",National Governing Body,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2013/2014,2013008946,360G-ACW-2013008946,Oldham Council,Development of a playing pitch strategy for Oldham,10000,2014-01-15,GBP,Local Delivery Plan Focused Authorities,Multi Sports,North West,Oldham,Oldham West and Royton,Local Authority,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2013/2014,2013011442,360G-ACW-2013011442,Greater Sport,Increasing Sports Participation,35000,2013-10-14,GBP,Core GIA,Sport Participation and Capacity Building,North West,Manchester,"Manchester, Gorton",County Sports Partnership,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2013/2014,2013012165,360G-ACW-2013012165,South of England Foundation,Integration Through Sport,27000,2013-11-15,GBP,IntegrationThrough Sport Fund,Sport Participation and Capacity Building,London,Greenwich,Greenwich and Woolwich,Charity,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2013/2014,2013012275,360G-ACW-2013012275,Active Luton,Integration Through Sport,38450,2013-11-11,GBP,IntegrationThrough Sport Fund,Multi Sports,East of England,Luton,Luton South,Charity,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2013/2014,2013012759,360G-ACW-2013012759,Wythenshawe Forum Trust Ltd,Integration Through Sport,50000,2013-11-11,GBP,IntegrationThrough Sport Fund,Sport Participation and Capacity Building,North West,Manchester,Wythenshawe and Sale East,Company Limited by Guarantee with Charitable Status,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2013/2014,2013012760,360G-ACW-2013012760,Kirklees Active Leisure,Integration Through Sport,20500,2013-11-15,GBP,IntegrationThrough Sport Fund,Sport Participation and Capacity Building,Yorkshire and The Humber,Kirklees,Huddersfield,Charity,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2013/2014,2013013298,360G-ACW-2013013298,Birmingham City Council,Leisure Review,10000,2014-01-15,GBP,Local Delivery Plan Focused Authorities,Swimming & Diving,West Midlands,Birmingham,"Birmingham, Perry Barr",Local Authority,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2013/2014,2013014135,360G-ACW-2013014135,English Institute of Sport,Equipment 2013-14,301545,2013-11-29,GBP,English Institute of Sport,Boxing,South East,Windsor and Maidenhead,Maidenhead,Other public sector statutory body,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
